Dates,Top1,Top2,Top3,Top4,Top5,Top6,Top7,Top8,Top9,Top10,Top11,Top12,Top13,Top14,Top15,Top16,Top17,Top18,Top19,Top20
2000-01-31,,,,,,,,,,,,,,,,,,,,
2000-02-29,161.56156156156158,83.25358851674642,60.00000000000001,52.728297632469,50.37284649010027,48.64197530864196,38.46153846153846,37.546772684752106,26.666666666666682,25.704393777190624,21.172638436482096,18.545454545454533,17.67955801104972,16.96905016008541,15.902777777777777,12.371233272359671,11.717495987158898,5.9113300492610765,4.041008116189659,3.410182516810756
2000-03-31,32.132352941176464,26.69856459330142,21.88237819274521,20.27972027972027,15.325670498084287,14.155251141552515,11.909744336275141,9.38967136150235,6.213872832369938,6.019230769230766,4.068812612908523,3.937007874015741,0.987890376035705,0.0,0.0,0.0,-1.0502625656414133,-1.7930700266537536,-2.796905551304929,-3.2273374466065485
2000-04-28,44.38356164383561,12.653061224489793,11.54938466393185,11.506819060239625,8.117443868739205,8.080133555926562,7.79084418311633,7.184996037686009,6.565598996922373,3.8961038961039085,3.761061946902644,0.2523128679562614,0.0,0.0,0.0,0.0,0.0,-0.538885486834062,-0.8021390374331583,-1.3487003433055533
2000-05-31,155.55555555555557,144.44444444444446,28.228228228228215,22.91891891891893,20.62208693997909,17.308798159861993,17.30360934182591,12.878787878787868,9.423124535776184,9.011808576755742,8.888888888888879,5.930492082049099,3.6101083032491044,2.968750000000009,2.0531400966183666,0.0,0.0,-0.08865248226950229,-0.9052333804809076,-1.2499999999999956
2000-06-30,64.1975308641975,50.08976660682225,47.03637447823497,42.70072992700729,37.70949720670389,37.0231058570661,32.42777496198681,21.514629948364885,20.15706806282722,18.632075471698116,16.610169491525404,16.43468950749465,16.386373436826208,14.909090909090917,13.93078970718722,12.01585849344311,10.071090047393373,9.98389694041868,9.6244131455399,8.414239482200658
2000-07-31,65.88084012001715,63.21608040201006,19.14460285132382,17.28395061728396,15.900814981792966,15.449070437287272,14.764872521246453,13.965900667160858,13.309352517985618,13.181261481935103,12.749615975422435,8.72688369249579,8.497807017543856,7.15063520871142,7.088138053382798,6.150221534566436,6.002928257686668,5.517241379310356,4.492240675197401,2.9900332225913484
2000-08-31,125.06527415143603,103.19953461314716,85.5855855855856,57.36842105263158,54.405594405594385,49.02840059790732,46.05263157894739,44.43813847900113,38.90020366598779,38.888888888888886,34.337349397590344,32.96551724137933,31.400000000000006,30.604982206405683,28.623188405797116,24.515585509688286,22.668854252119218,20.916568742655684,19.283738507090533,18.99523701519619
2000-09-29,38.56502242152467,29.323998622747638,26.37362637362637,17.142220240748983,16.68067226890755,13.33333333333333,12.969924812030076,8.766859344894007,8.70159453302961,7.538358905937281,6.586826347305386,5.964912280701751,4.401858399131209,2.3699697789088647,2.215189873417711,2.0091324200913308,1.9901440485216249,1.726556598683504,1.1701771982614462,1.1461318051575908
2000-10-31,139.94334277620402,42.72818770837266,36.56957928802591,27.04918032786885,18.470978207207843,17.19641401792993,17.105263157894733,12.763320941759604,11.703703703703706,10.649819494584833,10.216718266253878,10.000000000000009,8.88516345347863,8.580343213728536,8.000000000000007,7.604187240766325,6.003752345215774,4.5022765031896395,4.499999999999993,2.635283518216114
2000-11-30,83.78378378378379,70.74829931972788,66.42066420664206,56.83279742765275,46.84496447973257,43.03571428571426,42.0424403183024,40.75378654455795,38.988580750407834,37.5,36.140350877192986,33.70370370370368,30.810810810810807,30.17386427369604,29.359823399558493,27.256637168141594,25.099778270509976,23.78580323785804,23.620309050772637,23.13167259786477
